"league_id","meta_type","meta_keyid","meta_value","meta_source"
5,"team_name",51005,Kentucky Wildcats,the_odds_api
5,"team_name",50504,Liberty Flames,the_odds_api
5,"team_name",51107,Louisiana Ragin Cajuns,the_odds_api
5,"team_name",50505,Louisiana Tech Bulldogs,the_odds_api
5,"team_name",50207,Louisville Cardinals,the_odds_api
5,"team_name",51006,LSU Tigers,the_odds_api
5,"team_name",59027,Maine Black Bears,the_odds_api
5,"team_name",51108,Marshall Thundering Herd,the_odds_api
5,"team_name",50304,Maryland Terrapins,the_odds_api
5,"team_name",50708,Miami (OH) RedHawks,the_odds_api
5,"team_name",50208,Miami Hurricanes,the_odds_api
5,"team_name",50306,Michigan State Spartans,the_odds_api
5,"team_name",50307,Michigan Wolverines,the_odds_api
5,"team_name",50305,Minnesota Golden Gophers,the_odds_api
5,"team_name",51008,Mississippi State Bulldogs,the_odds_api
5,"team_name",59037,Missouri State Bears,the_odds_api
5,"team_name",51007,Missouri Tigers,the_odds_api
5,"team_name",59006,Montana State Bobcats,the_odds_api
5,"team_name",50210,NC State Wolfpack,the_odds_api
5,"team_name",50308,Nebraska Cornhuskers,the_odds_api
5,"team_name",50807,Nevada Wolf Pack,the_odds_api
5,"team_name",50806,New Mexico Lobos,the_odds_api
5,"team_name",50507,New Mexico State Aggies,the_odds_api
5,"team_name",59103,Nicholls State Colonels,the_odds_api
5,"team_name",50209,North Carolina Tar Heels,the_odds_api
5,"team_name",59057,North Dakota Fighting Hawks,the_odds_api
5,"team_name",59011,Northern Arizona Lumberjacks,the_odds_api
5,"team_name",50309,Northwestern Wildcats,the_odds_api
5,"team_name",50603,Notre Dame Fighting Irish,the_odds_api
5,"team_name",50710,Ohio Bobcats,the_odds_api
5,"team_name",50311,Ohio State Buckeyes,the_odds_api
5,"team_name",51009,Oklahoma Sooners,the_odds_api
5,"team_name",50410,Oklahoma State Cowboys,the_odds_api
5,"team_name",51109,Old Dominion Monarchs,the_odds_api
5,"team_name",51010,Ole Miss Rebels,the_odds_api
5,"team_name",50310,Oregon Ducks,the_odds_api
5,"team_name",50901,Oregon State Beavers,the_odds_api
5,"team_name",50312,Penn State Nittany Lions,the_odds_api
5,"team_name",50211,Pittsburgh Panthers,the_odds_api
5,"team_name",59002,Portland State Vikings,the_odds_api
5,"team_name",50313,Purdue Boilermakers,the_odds_api
5,"team_name",50108,Rice Owls,the_odds_api
5,"team_name",50314,Rutgers Scarlet Knights,the_odds_api
5,"team_name",50508,Sam Houston State Bearkats,the_odds_api
5,"team_name",50808,San Diego State Aztecs,the_odds_api
5,"team_name",50809,San Jose State Spartans,the_odds_api
5,"team_name",50212,SMU Mustangs,the_odds_api
5,"team_name",51011,South Carolina Gamecocks,the_odds_api
5,"team_name",59060,South Dakota Coyotes,the_odds_api
5,"team_name",50113,South Florida Bulls,the_odds_api
5,"team_name",59018,Southeast Missouri State Redhawks,the_odds_api
5,"team_name",59104,Southeastern Louisiana Lions,the_odds_api
5,"team_name",51110,Southern Mississippi Golden Eagles,the_odds_api
5,"team_name",50213,Stanford Cardinal,the_odds_api
5,"team_name",59029,Stony Brook Seawolves,the_odds_api
5,"team_name",50214,Syracuse Orange,the_odds_api
5,"team_name",50411,TCU Horned Frogs,the_odds_api
5,"team_name",50109,Temple Owls,the_odds_api
5,"team_name",51012,Tennessee Volunteers,the_odds_api
5,"team_name",51014,Texas A&M Aggies,the_odds_api
5,"team_name",51013,Texas Longhorns,the_odds_api
5,"team_name",51112,Texas State Bobcats,the_odds_api
5,"team_name",50412,Texas Tech Red Raiders,the_odds_api
5,"team_name",50711,Toledo Rockets,the_odds_api
5,"team_name",51111,Troy Trojans,the_odds_api
5,"team_name",50110,Tulane Green Wave,the_odds_api
5,"team_name",50413,UCF Knights,the_odds_api
5,"team_name",50315,UCLA Bruins,the_odds_api
5,"team_name",50602,UMass Minutemen,the_odds_api
5,"team_name",50810,UNLV Rebels,the_odds_api
5,"team_name",50316,USC Trojans,the_odds_api
5,"team_name",59017,UT Martin Skyhawks,the_odds_api
5,"team_name",50811,Utah State Aggies,the_odds_api
5,"team_name",50415,Utah Utes,the_odds_api
5,"team_name",50509,UTEP Miners,the_odds_api
5,"team_name",50114,UTSA Roadrunners,the_odds_api
5,"team_name",51016,Vanderbilt Commodores,the_odds_api
5,"team_name",50215,Virginia Cavaliers,the_odds_api
5,"team_name",50216,Virginia Tech Hokies,the_odds_api
5,"team_name",50217,Wake Forest Demon Deacons,the_odds_api
5,"team_name",50317,Washington Huskies,the_odds_api
5,"team_name",50902,Washington State Cougars,the_odds_api
5,"team_name",59007,Weber State Wildcats,the_odds_api
5,"team_name",50416,West Virginia Mountaineers,the_odds_api
5,"team_name",59015,Western Illinois Leathernecks,the_odds_api
5,"team_name",50510,Western Kentucky Hilltoppers,the_odds_api
5,"team_name",50712,Western Michigan Broncos,the_odds_api
5,"team_name",50318,Wisconsin Badgers,the_odds_api
5,"team_name",50812,Wyoming Cowboys,the_odds_api
2,"team_name",22801,Arizona Cardinals,the_odds_api
2,"team_name",22701,Atlanta Falcons,the_odds_api
2,"team_name",21201,Baltimore Ravens,the_odds_api
2,"team_name",21101,Buffalo Bills,the_odds_api
2,"team_name",22702,Carolina Panthers,the_odds_api
2,"team_name",22601,Chicago Bears,the_odds_api
2,"team_name",21202,Cincinnati Bengals,the_odds_api
2,"team_name",21203,Cleveland Browns,the_odds_api
2,"team_name",22501,Dallas Cowboys,the_odds_api
2,"team_name",21401,Denver Broncos,the_odds_api
2,"team_name",22602,Detroit Lions,the_odds_api
2,"team_name",22603,Green Bay Packers,the_odds_api
2,"team_name",21301,Houston Texans,the_odds_api
2,"team_name",21302,Indianapolis Colts,the_odds_api
2,"team_name",21303,Jacksonville Jaguars,the_odds_api
2,"team_name",21402,Kansas City Chiefs,the_odds_api
2,"team_name",21403,Las Vegas Raiders,the_odds_api
2,"team_name",21404,Los Angeles Chargers,the_odds_api
2,"team_name",22802,Los Angeles Rams,the_odds_api
2,"team_name",21102,Miami Dolphins,the_odds_api
2,"team_name",22604,Minnesota Vikings,the_odds_api
2,"team_name",21103,New England Patriots,the_odds_api
2,"team_name",22703,New Orleans Saints,the_odds_api
2,"team_name",22502,New York Giants,the_odds_api
2,"team_name",21104,New York Jets,the_odds_api
2,"team_name",22503,Philadelphia Eagles,the_odds_api
2,"team_name",21204,Pittsburgh Steelers,the_odds_api
2,"team_name",22803,San Francisco 49ers,the_odds_api
2,"team_name",22804,Seattle Seahawks,the_odds_api
2,"team_name",22704,Tampa Bay Buccaneers,the_odds_api
2,"team_name",21304,Tennessee Titans,the_odds_api
2,"team_name",22504,Washington Commanders,the_odds_api
5,"team_name",50505,LT,kalshi
5,"team_name",50506,MTU,kalshi
5,"team_name",50802,BSU,kalshi
5,"team_name",51009,OKLA,kalshi
5,"team_name",51011,SCAR,kalshi
5,"team_name",51103,CCAR,kalshi
5,"team_name",51107,ULL,kalshi
2,"team_name",21303,JAC,kalshi
2,"team_name",22802,LA,kalshi
