league_id,meta_type,meta_key,meta_keyid,meta_value,meta_source
2,team_name,Toronto Raptors,11105,Toronto Raptors,the_odds_api
1,source_team_id,Chicago Bulls,11201,4,espn
1,team_name,Chicago Bulls,11201,CHI,kalshi
2,team_name,Chicago Bulls,11201,Chicago Bulls,the_odds_api
1,source_team_id,Cleveland Cavaliers,11202,5,espn
1,team_name,Cleveland Cavaliers,11202,CLE,kalshi
2,team_name,Cleveland Cavaliers,11202,Cleveland Cavaliers,the_odds_api
1,source_team_id,Detroit Pistons,11203,8,espn
1,team_name,Detroit Pistons,11203,DET,kalshi
2,team_name,Detroit Pistons,11203,Detroit Pistons,the_odds_api
1,source_team_id,Indiana Pacers,11204,11,espn
1,team_name,Indiana Pacers,11204,IND,kalshi
2,team_name,Indiana Pacers,11204,Indiana Pacers,the_odds_api
1,source_team_id,Milwaukee Bucks,11205,15,espn
1,team_name,Milwaukee Bucks,11205,MIL,kalshi
2,team_name,Milwaukee Bucks,11205,Milwaukee Bucks,the_odds_api
1,source_team_id,Atlanta Hawks,11301,1,espn
1,team_name,Atlanta Hawks,11301,ATL,kalshi
2,team_name,Atlanta Hawks,11301,Atlanta Hawks,the_odds_api
1,source_team_id,Charlotte Hornets,11302,30,espn
1,team_name,Charlotte Hornets,11302,CHA,kalshi
2,team_name,Charlotte Hornets,11302,Charlotte Hornets,the_odds_api
1,source_team_id,Miami Heat,11303,14,espn
1,team_name,Miami Heat,11303,MIA,kalshi
2,team_name,Miami Heat,11303,Miami Heat,the_odds_api
1,source_team_id,Orlando Magic,11304,19,espn
1,team_name,Orlando Magic,11304,ORL,kalshi
2,team_name,Orlando Magic,11304,Orlando Magic,the_odds_api
1,source_team_id,Washington Wizards,11305,27,espn
1,team_name,Washington Wizards,11305,WAS,kalshi
2,team_name,Washington Wizards,11305,Washington Wizards,the_odds_api
1,source_team_id,Denver Nuggets,12401,7,espn
1,team_name,Denver Nuggets,12401,DEN,kalshi
2,team_name,Denver Nuggets,12401,Denver Nuggets,the_odds_api
1,source_team_id,Minnesota Timberwolves,12402,16,espn
1,team_name,Minnesota Timberwolves,12402,MIN,kalshi
2,team_name,Minnesota Timberwolves,12402,Minnesota Timberwolves,the_odds_api
1,source_team_id,Oklahoma City Thunder,12403,25,espn
1,team_name,Oklahoma City Thunder,12403,OKC,kalshi
2,team_name,Oklahoma City Thunder,12403,Oklahoma City Thunder,the_odds_api
1,source_team_id,Portland Trail Blazers,12404,22,espn
1,team_name,Portland Trail Blazers,12404,POR,kalshi
2,team_name,Portland Trail Blazers,12404,Portland Trail Blazers,the_odds_api
1,source_team_id,Utah Jazz,12405,26,espn
1,team_name,Utah Jazz,12405,UTA,kalshi
2,team_name,Utah Jazz,12405,Utah Jazz,the_odds_api
1,source_team_id,Golden State Warriors,12501,9,espn
1,team_name,Golden State Warriors,12501,GSW,kalshi
2,team_name,Golden State Warriors,12501,Golden State Warriors,the_odds_api
1,source_team_id,LA Clippers,12502,12,espn
1,team_name,Los Angeles Clippers,12502,LAC,kalshi
2,team_name,Los Angeles Clippers,12502,Los Angeles Clippers,the_odds_api
1,source_team_id,Los Angeles Lakers,12503,13,espn
1,team_name,Los Angeles Lakers,12503,LAL,kalshi
2,team_name,Los Angeles Lakers,12503,Los Angeles Lakers,the_odds_api
1,source_team_id,Phoenix Suns,12504,21,espn
1,team_name,Phoenix Suns,12504,PHX,kalshi
2,team_name,Phoenix Suns,12504,Phoenix Suns,the_odds_api
1,source_team_id,Sacramento Kings,12505,23,espn
1,team_name,Sacramento Kings,12505,SAC,kalshi
2,team_name,Sacramento Kings,12505,Sacramento Kings,the_odds_api
1,source_team_id,Dallas Mavericks,12601,6,espn
1,team_name,Dallas Mavericks,12601,DAL,kalshi
2,team_name,Dallas Mavericks,12601,Dallas Mavericks,the_odds_api
1,source_team_id,Houston Rockets,12602,10,espn
1,team_name,Houston Rockets,12602,HOU,kalshi
2,team_name,Houston Rockets,12602,Houston Rockets,the_odds_api
1,source_team_id,Memphis Grizzlies,12603,29,espn
1,team_name,Memphis Grizzlies,12603,MEM,kalshi
2,team_name,Memphis Grizzlies,12603,Memphis Grizzlies,the_odds_api
1,source_team_id,New Orleans Pelicans,12604,3,espn
1,team_name,New Orleans Pelicans,12604,NOP,kalshi
2,team_name,New Orleans Pelicans,12604,New Orleans Pelicans,the_odds_api
1,source_team_id,San Antonio Spurs,12605,24,espn
1,team_name,San Antonio Spurs,12605,SAS,kalshi
2,team_name,San Antonio Spurs,12605,San Antonio Spurs,the_odds_api
2,source_team_id,AFC,20000,31,espn
2,source_team_id,NFC,20000,32,espn
2,source_team_id,Buffalo Bills,21101,2,espn
2,team_name,Buffalo Bills,21101,Buffalo Bills,the_odds_api
2,source_team_id,Miami Dolphins,21102,15,espn
2,team_name,Miami Dolphins,21102,Miami Dolphins,the_odds_api
2,source_team_id,New England Patriots,21103,17,espn
2,team_name,New England Patriots,21103,New England Patriots,the_odds_api
2,source_team_id,New York Jets,21104,20,espn
2,team_name,New York Jets,21104,New York Jets,the_odds_api
2,source_team_id,Baltimore Ravens,21201,33,espn
2,team_name,Baltimore Ravens,21201,Baltimore Ravens,the_odds_api
2,source_team_id,Cincinnati Bengals,21202,4,espn
2,team_name,Cincinnati Bengals,21202,Cincinnati Bengals,the_odds_api
2,source_team_id,Cleveland Browns,21203,5,espn
2,team_name,Cleveland Browns,21203,Cleveland Browns,the_odds_api
2,source_team_id,Pittsburgh Steelers,21204,23,espn
2,team_name,Pittsburgh Steelers,21204,Pittsburgh Steelers,the_odds_api
2,source_team_id,Houston Texans,21301,34,espn
2,team_name,Houston Texans,21301,Houston Texans,the_odds_api
2,source_team_id,Indianapolis Colts,21302,11,espn
2,team_name,Indianapolis Colts,21302,Indianapolis Colts,the_odds_api
2,source_team_id,Jacksonville Jaguars,21303,30,espn
2,team_name,Jacksonville Jaguars,21303,JAC,kalshi
2,team_name,Jacksonville Jaguars,21303,Jacksonville Jaguars,the_odds_api
2,source_team_id,Tennessee Titans,21304,10,espn
2,team_name,Tennessee Titans,21304,Tennessee Titans,the_odds_api
2,source_team_id,Denver Broncos,21401,7,espn
2,team_name,Denver Broncos,21401,Denver Broncos,the_odds_api
2,source_team_id,Kansas City Chiefs,21402,12,espn
2,team_name,Kansas City Chiefs,21402,Kansas City Chiefs,the_odds_api
2,source_team_id,Las Vegas Raiders,21403,13,espn
2,team_name,Las Vegas Raiders,21403,Las Vegas Raiders,the_odds_api
2,source_team_id,Los Angeles Chargers,21404,24,espn
2,team_name,Los Angeles Chargers,21404,Los Angeles Chargers,the_odds_api
2,source_team_id,Dallas Cowboys,22501,6,espn
2,team_name,Dallas Cowboys,22501,Dallas Cowboys,the_odds_api
2,source_team_id,New York Giants,22502,19,espn
2,team_name,New York Giants,22502,New York Giants,the_odds_api
2,source_team_id,Philadelphia Eagles,22503,21,espn
2,team_name,Philadelphia Eagles,22503,Philadelphia Eagles,the_odds_api
2,source_team_id,Washington Commanders,22504,28,espn
2,team_name,Washington Commanders,22504,Washington Commanders,the_odds_api
2,source_team_id,Chicago Bears,22601,3,espn
2,team_name,Chicago Bears,22601,Chicago Bears,the_odds_api
2,source_team_id,Detroit Lions,22602,8,espn
2,team_name,Detroit Lions,22602,Detroit Lions,the_odds_api
2,source_team_id,Green Bay Packers,22603,9,espn
2,team_name,Green Bay Packers,22603,Green Bay Packers,the_odds_api
2,source_team_id,Minnesota Vikings,22604,16,espn
2,team_name,Minnesota Vikings,22604,Minnesota Vikings,the_odds_api
2,source_team_id,Atlanta Falcons,22701,1,espn
2,team_name,Atlanta Falcons,22701,Atlanta Falcons,the_odds_api
2,source_team_id,Carolina Panthers,22702,29,espn
2,team_name,Carolina Panthers,22702,Carolina Panthers,the_odds_api
2,source_team_id,New Orleans Saints,22703,18,espn
2,team_name,New Orleans Saints,22703,New Orleans Saints,the_odds_api
2,source_team_id,Tampa Bay Buccaneers,22704,27,espn
2,team_name,Tampa Bay Buccaneers,22704,Tampa Bay Buccaneers,the_odds_api
2,source_team_id,Arizona Cardinals,22801,22,espn
2,team_name,Arizona Cardinals,22801,Arizona Cardinals,the_odds_api
2,source_team_id,Los Angeles Rams,22802,14,espn
2,team_name,Los Angeles Rams,22802,LA,kalshi
2,team_name,Los Angeles Rams,22802,Los Angeles Rams,the_odds_api
2,source_team_id,San Francisco 49ers,22803,25,espn
2,team_name,San Francisco 49ers,22803,San Francisco 49ers,the_odds_api
2,source_team_id,Seattle Seahawks,22804,26,espn
2,team_name,Seattle Seahawks,22804,Seattle Seahawks,the_odds_api
3,source_team_id,Finland,30000,47838,espn
3,source_team_id,SC Bern,30000,57,espn
3,source_team_id,Canada,30000,47836,espn
3,source_team_id,Sweden,30000,47842,espn
3,source_team_id,USA,30000,47844,espn
3,source_team_id,Team Foligno,30000,109138,espn
3,source_team_id,Team Toews,30000,109139,espn
3,source_team_id,Atlantic,30000,110062,espn
3,source_team_id,Metro,30000,110063,espn
3,source_team_id,Central,30000,110064,espn
3,source_team_id,Pacific,30000,110065,espn
3,source_team_id,Team Matthews,30000,129029,espn
3,source_team_id,Team McDavid,30000,129030,espn
3,source_team_id,Team MacKinnon,30000,129031,espn
3,source_team_id,Team Hughes,30000,129032,espn
3,source_team_id,Boston Bruins,31101,1,espn
3,team_name,Boston Bruins,31101,BOS,kalshi
3,team_name,Boston Bruins,31101,Boston Bruins,the_odds_api
3,source_team_id,Buffalo Sabres,31102,2,espn
3,team_name,Buffalo Sabres,31102,BUF,kalshi
3,team_name,Buffalo Sabres,31102,Buffalo Sabres,the_odds_api
3,source_team_id,Detroit Red Wings,31103,5,espn
3,team_name,Detroit Red Wings,31103,Detroit Red Wings,the_odds_api
3,team_name,Detroit Red Wings,31103,DET,kalshi
3,source_team_id,Florida Panthers,31104,26,espn
3,team_name,Florida Panthers,31104,FLA,kalshi
3,team_name,Florida Panthers,31104,Florida Panthers,the_odds_api
3,source_team_id,Montreal Canadiens,31105,10,espn
3,team_name,Montreal Canadiens,31105,Montréal Canadiens,the_odds_api
3,team_name,Montreal Canadiens,31105,MTL,kalshi
3,source_team_id,Ottawa Senators,31106,14,espn
3,team_name,Ottawa Senators,31106,Ottawa Senators,the_odds_api
3,team_name,Ottawa Senators,31106,OTT,kalshi
3,source_team_id,Tampa Bay Lightning,31107,20,espn
3,team_name,Tampa Bay Lightning,31107,TB,kalshi
3,team_name,Tampa Bay Lightning,31107,Tampa Bay Lightning,the_odds_api
3,source_team_id,Toronto Maple Leafs,31108,21,espn
3,team_name,Toronto Maple Leafs,31108,TOR,kalshi
3,team_name,Toronto Maple Leafs,31108,Toronto Maple Leafs,the_odds_api
3,source_team_id,Carolina Hurricanes,31201,7,espn
3,team_name,Carolina Hurricanes,31201,Carolina Hurricanes,the_odds_api
3,team_name,Carolina Hurricanes,31201,CAR,kalshi
3,source_team_id,Columbus Blue Jackets,31202,29,espn
3,team_name,Columbus Blue Jackets,31202,CBJ,kalshi
3,team_name,Columbus Blue Jackets,31202,Columbus Blue Jackets,the_odds_api
3,source_team_id,New Jersey Devils,31203,11,espn
3,team_name,New Jersey Devils,31203,NJ,kalshi
3,team_name,New Jersey Devils,31203,New Jersey Devils,the_odds_api
3,source_team_id,New York Islanders,31204,12,espn
3,team_name,New York Islanders,31204,NYI,kalshi
3,team_name,New York Islanders,31204,New York Islanders,the_odds_api
3,source_team_id,New York Rangers,31205,13,espn
3,team_name,New York Rangers,31205,NYR,kalshi
3,team_name,New York Rangers,31205,New York Rangers,the_odds_api
3,source_team_id,Philadelphia Flyers,31206,15,espn
3,team_name,Philadelphia Flyers,31206,PHI,kalshi
3,team_name,Philadelphia Flyers,31206,Philadelphia Flyers,the_odds_api
3,source_team_id,Pittsburgh Penguins,31207,16,espn
3,team_name,Pittsburgh Penguins,31207,Pittsburgh Penguins,the_odds_api
3,team_name,Pittsburgh Penguins,31207,PIT,kalshi
3,source_team_id,Washington Capitals,31208,23,espn
3,team_name,Washington Capitals,31208,WSH,kalshi
3,team_name,Washington Capitals,31208,Washington Capitals,the_odds_api
3,source_team_id,Chicago Blackhawks,32301,4,espn
3,team_name,Chicago Blackhawks,32301,CHI,kalshi
3,team_name,Chicago Blackhawks,32301,Chicago Blackhawks,the_odds_api
3,source_team_id,Colorado Avalanche,32302,17,espn
3,team_name,Colorado Avalanche,32302,COL,kalshi
3,team_name,Colorado Avalanche,32302,Colorado Avalanche,the_odds_api
3,source_team_id,Dallas Stars,32303,9,espn
3,team_name,Dallas Stars,32303,DAL,kalshi
3,team_name,Dallas Stars,32303,Dallas Stars,the_odds_api
3,source_team_id,Minnesota Wild,32304,30,espn
3,team_name,Minnesota Wild,32304,Minnesota Wild,the_odds_api
3,team_name,Minnesota Wild,32304,MIN,kalshi
3,source_team_id,Nashville Predators,32305,27,espn
3,team_name,Nashville Predators,32305,Nashville Predators,the_odds_api
3,team_name,Nashville Predators,32305,NSH,kalshi
3,source_team_id,St. Louis Blues,32306,19,espn
3,team_name,St. Louis Blues,32306,St Louis Blues,the_odds_api
3,team_name,St. Louis Blues,32306,STL,kalshi
3,source_team_id,Utah Hockey Club,32307,129764,espn
3,team_name,Utah Mammoth,32307,UTA,kalshi
3,team_name,Utah Mammoth,32307,Utah Mammoth,the_odds_api
3,source_team_id,Winnipeg Jets,32308,28,espn
3,team_name,Winnipeg Jets,32308,WPG,kalshi
3,team_name,Winnipeg Jets,32308,Winnipeg Jets,the_odds_api
3,source_team_id,Anaheim Ducks,32401,25,espn
3,team_name,Anaheim Ducks,32401,ANA,kalshi
3,team_name,Anaheim Ducks,32401,Anaheim Ducks,the_odds_api
3,source_team_id,Calgary Flames,32402,3,espn
3,team_name,Calgary Flames,32402,CGY,kalshi
3,team_name,Calgary Flames,32402,Calgary Flames,the_odds_api
3,source_team_id,Edmonton Oilers,32403,6,espn
3,team_name,Edmonton Oilers,32403,Edmonton Oilers,the_odds_api
3,team_name,Edmonton Oilers,32403,EDM,kalshi
3,source_team_id,Los Angeles Kings,32404,8,espn
3,team_name,Los Angeles Kings,32404,LA,kalshi
3,team_name,Los Angeles Kings,32404,Los Angeles Kings,the_odds_api
3,source_team_id,San Jose Sharks,32405,18,espn
3,team_name,San Jose Sharks,32405,San Jose Sharks,the_odds_api
3,team_name,San Jose Sharks,32405,SJ,kalshi
3,source_team_id,Seattle Kraken,32406,124292,espn
3,team_name,Seattle Kraken,32406,SEA,kalshi
3,team_name,Seattle Kraken,32406,Seattle Kraken,the_odds_api
3,source_team_id,Vancouver Canucks,32407,22,espn
3,team_name,Vancouver Canucks,32407,VAN,kalshi
3,team_name,Vancouver Canucks,32407,Vancouver Canucks,the_odds_api
3,source_team_id,Vegas Golden Knights,32408,37,espn
3,team_name,Vegas Golden Knights,32408,VGK,kalshi
3,team_name,Vegas Golden Knights,32408,Vegas Golden Knights,the_odds_api
4,source_team_id,Northeastern Huskies,40000,178,espn
4,source_team_id,National All-Stars,40000,32,espn
4,source_team_id,American All-Stars,40000,31,espn
4,source_team_id,Boston College Eagles,40000,40,espn
4,source_team_id,Fla. Southern,40000,42,espn
4,source_team_id,Sacramento River Cats,40000,52,espn
4,source_team_id,Univ of Tampa Spartans,40000,56,espn
4,source_team_id,Univ of Arizona Sun Devils,40000,57,espn
4,source_team_id,Florida Atlantic,40000,171,espn
4,source_team_id,Miami Florida,40000,175,espn
4,source_team_id,Greensboro Grasshoppers,40000,184,espn
4,source_team_id,Birmingham,40000,186,espn
4,source_team_id,Memphis,40000,187,espn
4,source_team_id,Diablos Rojos,40000,192,espn
4,source_team_id,Corpus Christi Hooks,40000,202,espn
4,source_team_id,Mexico,40000,204,espn
4,source_team_id,Australia,40000,205,espn
4,source_team_id,United States,40000,206,espn
4,source_team_id,Venezuela,40000,209,espn
4,source_team_id,Canada,40000,210,espn
4,source_team_id,Italy,40000,211,espn
4,source_team_id,Dominican Republic,40000,212,espn
4,source_team_id,Netherlands,40000,213,espn
4,source_team_id,Japan,40000,216,espn
4,source_team_id,Charlotte Knights,40000,218,espn
4,source_team_id,Jacksonville Suns,40000,219,espn
4,source_team_id,Quintana Roo Tigres,40000,225,espn
4,source_team_id,Atlanta (F) Braves Futures,40000,228,espn
4,source_team_id,Florida Intl,40000,231,espn
4,source_team_id,Norfolk Tide,40000,233,espn
4,source_team_id,Cuba,40000,239,espn
4,source_team_id,Army,40000,240,espn
4,source_team_id,Canada Jr National,40000,245,espn
4,source_team_id,Aguila De Veracruz Rojos,40000,246,espn
4,source_team_id,San Francisco (F) Futures,40000,247,espn
4,source_team_id,Louisville Bats,40000,248,espn
4,source_team_id,Montgomery Biscuits,40000,249,espn
4,source_team_id,Pensacola Blue Wahoos,40000,250,espn
4,source_team_id,U of Minnesota Gophers,40000,251,espn
4,source_team_id,U of Milwaukee,40000,252,espn
4,source_team_id,Arizona State,40000,253,espn
4,source_team_id,El Paso Chihuahuas,40000,255,espn
4,source_team_id,Biloxi Shuckers,40000,256,espn
4,source_team_id,Reading Fightin Phils,40000,257,espn
4,source_team_id,Colombia COLOMBIA,40000,260,espn
4,source_team_id,Puerto Rico PUERTO RICO,40000,261,espn
4,source_team_id,LAS VEGAS  LAS VEGAS 51S,40000,263,espn
4,source_team_id,Omaha Storm Chasers,40000,264,espn
4,source_team_id,Baltimore Orioles,41101,1,espn
4,team_name,Baltimore Orioles,41101,Baltimore Orioles,the_odds_api
4,source_team_id,Boston Red Sox,41102,2,espn
4,team_name,Boston Red Sox,41102,BOS,kalshi
4,team_name,Boston Red Sox,41102,Boston Red Sox,the_odds_api
4,source_team_id,New York Yankees,41103,10,espn
4,team_name,New York Yankees,41103,New York Yankees,the_odds_api
4,team_name,New York Yankees,41103,NYY,kalshi
4,source_team_id,Tampa Bay Rays,41104,30,espn
4,team_name,Tampa Bay Rays,41104,Tampa Bay Rays,the_odds_api
4,team_name,Tampa Bay Rays,41104,TB,kalshi
4,source_team_id,Toronto Blue Jays,41105,14,espn
4,team_name,Toronto Blue Jays,41105,Toronto Blue Jays,the_odds_api
4,source_team_id,Chicago White Sox,41201,4,espn
4,team_name,Chicago White Sox,41201,Chicago White Sox,the_odds_api
4,team_name,Chicago White Sox,41201,CWS,kalshi
4,source_team_id,Cleveland Guardians,41202,5,espn
4,team_name,Cleveland Guardians,41202,Cleveland Guardians,the_odds_api
4,source_team_id,Detroit Tigers,41203,6,espn
4,team_name,Detroit Tigers,41203,Detroit Tigers,the_odds_api
4,source_team_id,Kansas City Royals,41204,7,espn
4,team_name,Kansas City Royals,41204,Kansas City Royals,the_odds_api
4,source_team_id,Minnesota Twins,41205,9,espn
4,team_name,Minnesota Twins,41205,Minnesota Twins,the_odds_api
4,source_team_id,Houston Astros,41301,18,espn
4,team_name,Houston Astros,41301,Houston Astros,the_odds_api
4,team_name,Houston Astros,41301,HOU,kalshi
4,source_team_id,Los Angeles Angels,41302,3,espn
4,team_name,Los Angeles Angels,41302,Los Angeles Angels,the_odds_api
4,source_team_id,Athletics,41303,11,espn
4,team_name,Oakland Athletics,41303,Athletics,the_odds_api
4,team_name,Oakland Athletics,41303,ATH,kalshi
4,source_team_id,Seattle Mariners,41304,12,espn
4,team_name,Seattle Mariners,41304,Seattle Mariners,the_odds_api
4,source_team_id,Texas Rangers,41305,13,espn
4,team_name,Texas Rangers,41305,Texas Rangers,the_odds_api
4,team_name,Texas Rangers,41305,TEX,kalshi
4,source_team_id,Atlanta Braves,42401,15,espn
4,team_name,Atlanta Braves,42401,Atlanta Braves,the_odds_api
4,source_team_id,Miami Marlins,42402,28,espn
4,team_name,Miami Marlins,42402,Miami Marlins,the_odds_api
4,source_team_id,New York Mets,42403,21,espn
4,team_name,New York Mets,42403,New York Mets,the_odds_api
4,team_name,New York Mets,42403,NYM,kalshi
4,source_team_id,Philadelphia Phillies,42404,22,espn
4,team_name,Philadelphia Phillies,42404,Philadelphia Phillies,the_odds_api
4,source_team_id,Washington Nationals,42405,20,espn
4,team_name,Washington Nationals,42405,Washington Nationals,the_odds_api
4,source_team_id,Chicago Cubs,42501,16,espn
4,team_name,Chicago Cubs,42501,Chicago Cubs,the_odds_api
4,team_name,Chicago Cubs,42501,CHC,kalshi
4,source_team_id,Cincinnati Reds,42502,17,espn
4,team_name,Cincinnati Reds,42502,Cincinnati Reds,the_odds_api
4,source_team_id,Milwaukee Brewers,42503,8,espn
4,team_name,Milwaukee Brewers,42503,Milwaukee Brewers,the_odds_api
4,team_name,Milwaukee Brewers,42503,MIL,kalshi
4,source_team_id,Pittsburgh Pirates,42504,23,espn
4,team_name,Pittsburgh Pirates,42504,Pittsburgh Pirates,the_odds_api
4,source_team_id,St. Louis Cardinals,42505,24,espn
4,team_name,St. Louis Cardinals,42505,St. Louis Cardinals,the_odds_api
4,team_name,St. Louis Cardinals,42505,STL,kalshi
4,source_team_id,Arizona Diamondbacks,42601,29,espn
4,team_name,Arizona Diamondbacks,42601,Arizona Diamondbacks,the_odds_api
4,team_name,Arizona Diamondbacks,42601,AZ,kalshi
4,source_team_id,Colorado Rockies,42602,27,espn
4,team_name,Colorado Rockies,42602,Colorado Rockies,the_odds_api
4,source_team_id,Los Angeles Dodgers,42603,19,espn
4,team_name,Los Angeles Dodgers,42603,Los Angeles Dodgers,the_odds_api
4,team_name,Los Angeles Dodgers,42603,LAD,kalshi
4,source_team_id,San Diego Padres,42604,25,espn
4,team_name,San Diego Padres,42604,San Diego Padres,the_odds_api
4,team_name,San Diego Padres,42604,SD,kalshi
4,source_team_id,San Francisco Giants,42605,26,espn
4,team_name,San Francisco Giants,42605,San Francisco Giants,the_odds_api
5,source_team_id,Savannah State Tigers,50000,2542,espn
5,source_team_id,Long Island University Sharks,50000,2341,espn
5,source_team_id,TBD,50000,-2,espn
5,source_team_id,Campbell Fighting Camels,50000,2097,espn
5,source_team_id,Army Black Knights,50101,349,espn
5,team_name,Army,50101,Army Black Knights,the_odds_api
5,source_team_id,Charlotte 49ers,50102,2429,espn
5,team_name,Charlotte,50102,Charlotte 49ers,the_odds_api
5,source_team_id,East Carolina Pirates,50103,151,espn
5,team_name,East Carolina,50103,East Carolina Pirates,the_odds_api
5,source_team_id,Florida Atlantic Owls,50104,2226,espn
5,team_name,Florida Atlantic,50104,Florida Atlantic Owls,the_odds_api
5,source_team_id,Memphis Tigers,50105,235,espn
5,team_name,Memphis,50105,Memphis Tigers,the_odds_api
5,source_team_id,Navy Midshipmen,50106,2426,espn
5,team_name,Navy,50106,Navy Midshipmen,the_odds_api
5,source_team_id,North Texas Mean Green,50107,249,espn
5,team_name,North Texas,50107,North Texas Mean Green,the_odds_api
5,source_team_id,Rice Owls,50108,242,espn
5,team_name,Rice,50108,Rice Owls,the_odds_api
5,source_team_id,Temple Owls,50109,218,espn
5,team_name,Temple,50109,Temple Owls,the_odds_api
5,source_team_id,Tulane Green Wave,50110,2655,espn
5,team_name,Tulane,50110,Tulane Green Wave,the_odds_api
5,source_team_id,Tulsa Golden Hurricane,50111,202,espn
5,team_name,Tulsa,50111,Tulsa Golden Hurricane,the_odds_api
5,source_team_id,UAB Blazers,50112,5,espn
5,team_name,Alabama Birmingham,50112,UAB Blazers,the_odds_api
5,source_team_id,South Florida Bulls,50113,58,espn
5,team_name,South Florida,50113,South Florida Bulls,the_odds_api
5,source_team_id,UTSA Roadrunners,50114,2636,espn
5,team_name,Texas San Antonio,50114,UTSA Roadrunners,the_odds_api
5,source_team_id,Boston College Eagles,50201,103,espn
5,team_name,Boston College,50201,Boston College Eagles,the_odds_api
5,source_team_id,California Golden Bears,50202,25,espn
5,team_name,California,50202,California Golden Bears,the_odds_api
5,source_team_id,Clemson Tigers,50203,228,espn
5,team_name,Clemson,50203,Clemson Tigers,the_odds_api
5,source_team_id,Duke Blue Devils,50204,150,espn
5,team_name,Duke,50204,Duke Blue Devils,the_odds_api
5,source_team_id,Florida State Seminoles,50205,52,espn
5,team_name,Florida State,50205,Florida State Seminoles,the_odds_api
5,source_team_id,Georgia Tech Yellow Jackets,50206,59,espn
5,team_name,Georgia Tech,50206,Georgia Tech Yellow Jackets,the_odds_api
5,source_team_id,Louisville Cardinals,50207,97,espn
5,team_name,Louisville,50207,Louisville Cardinals,the_odds_api
5,source_team_id,Miami Hurricanes,50208,2390,espn
5,team_name,Miami (FL),50208,Miami Hurricanes,the_odds_api
5,source_team_id,North Carolina Tar Heels,50209,153,espn
5,team_name,North Carolina,50209,North Carolina Tar Heels,the_odds_api
5,source_team_id,NC State Wolfpack,50210,152,espn
5,team_name,North Carolina State,50210,NC State Wolfpack,the_odds_api
5,source_team_id,Pittsburgh Panthers,50211,221,espn
5,team_name,Pittsburgh,50211,Pittsburgh Panthers,the_odds_api
5,source_team_id,SMU Mustangs,50212,2567,espn
5,team_name,Southern Methodist,50212,SMU Mustangs,the_odds_api
5,source_team_id,Stanford Cardinal,50213,24,espn
5,team_name,Stanford,50213,Stanford Cardinal,the_odds_api
