team_id,league_id,abbr,team_concat,name,loc,conf,div,lat,lon,weather,town,st,mascot,color,region,category
22704,2,TB,NFL_TB,Tampa Bay Buccaneers,"Tampa, FL",NFC,South,27.5833,-82.3012,1,Tampa,FL,Buccaneers,Red,South,Person
22801,2,ARI,NFL_ARI,Arizona Cardinals,"Glendale, AZ",NFC,West,33.528,-112.263,0,Glendale,AZ,Cardinals,Red,West,Bird
22802,2,LAR,NFL_LAR,Los Angeles Rams,"Inglewood, CA",NFC,West,33.953,-118.339,0,Inglewood,CA,Rams,Blue,West,Animal
22803,2,SF,NFL_SF,San Francisco 49ers,"Santa Clara, CA",NFC,West,37.403,-121.97,1,Santa Clara,CA,49ers,Red,West,Person
22804,2,SEA,NFL_SEA,Seattle Seahawks,"Seattle, WA",NFC,West,47.5952,-122.332,1,Seattle,WA,Seahawks,Blue,West,Bird
31101,3,BOS,NHL_BOS,Boston Bruins,"Boston, MA",Eastern,Atlantic,42.3663,-71.0622,0,Boston,MA,Bruins,Yellow,East,Animal
31102,3,BUF,NHL_BUF,Buffalo Sabres,"Buffalo, NY",Eastern,Atlantic,42.875,-78.8764,0,Buffalo,NY,Sabres,Blue,East,Imaginary
31103,3,DET,NHL_DET,Detroit Red Wings,"Detroit, MI",Eastern,Atlantic,42.3411,-83.055,0,Detroit,MI,Red Wings,Red,Midwest,Color
31104,3,FLA,NHL_FLA,Florida Panthers,"Sunrise, FL",Eastern,Atlantic,26.1583,-80.3256,0,Sunrise,FL,Panthers,Red,South,Cat
31105,3,MTL,NHL_MTL,Montreal Canadiens,"Montreal, QC",Eastern,Atlantic,45.4961,-73.5694,0,Montreal,QC,Canadiens,Red,East,Person
31106,3,OTT,NHL_OTT,Ottawa Senators,"Ottawa, ON",Eastern,Atlantic,45.2969,-75.9268,0,Ottawa,ON,Senators,Red,East,Person
31107,3,TBL,NHL_TBL,Tampa Bay Lightning,"Tampa, FL",Eastern,Atlantic,27.9427,-82.4518,0,Tampa,FL,Lightning,Blue,South,Imaginary
31108,3,TOR,NHL_TOR,Toronto Maple Leafs,"Toronto, ON",Eastern,Atlantic,43.6433,-79.3792,0,Toronto,ON,Maple Leafs,Blue,East,Imaginary
31201,3,CAR,NHL_CAR,Carolina Hurricanes,"Raleigh, NC",Eastern,Metropolitan,35.8033,-78.7219,0,Raleigh,NC,Hurricanes,Red,East,Imaginary
31202,3,CBJ,NHL_CBJ,Columbus Blue Jackets,"Columbus, OH",Eastern,Metropolitan,39.9693,-83.0061,0,Columbus,OH,Blue Jackets,Blue,Midwest,Color
31203,3,NJD,NHL_NJD,New Jersey Devils,"Newark, NJ",Eastern,Metropolitan,40.7336,-74.1711,0,Newark,NJ,Devils,Red,East,Imaginary
31204,3,NYI,NHL_NYI,New York Islanders,"Elmont, NY",Eastern,Metropolitan,40.7121,-73.7272,0,Elmont,NY,Islanders,Blue,East,Imaginary
31205,3,NYR,NHL_NYR,New York Rangers,"New York, NY",Eastern,Metropolitan,40.7506,-73.9936,0,New York,NY,Rangers,Blue,East,Imaginary
31206,3,PHI,NHL_PHI,Philadelphia Flyers,"Philadelphia, PA",Eastern,Metropolitan,39.9011,-75.1719,0,Philadelphia,PA,Flyers,Orange,East,Imaginary
31207,3,PIT,NHL_PIT,Pittsburgh Penguins,"Pittsburgh, PA",Eastern,Metropolitan,40.4394,-79.9892,0,Pittsburgh,PA,Penguins,Black,East,Bird
31208,3,WSH,NHL_WSH,Washington Capitals,"Washington, DC",Eastern,Metropolitan,38.8982,-77.0209,0,Washington,DC,Capitals,Red,East,Imaginary
32301,3,CHI,NHL_CHI,Chicago Blackhawks,"Chicago, IL",Western,Central,41.8806,-87.6742,0,Chicago,IL,Blackhawks,Red,Midwest,Bird
32302,3,COL,NHL_COL,Colorado Avalanche,"Denver, CO",Western,Central,39.7487,-105.008,0,Denver,CO,Avalanche,Red,West,Imaginary
32303,3,DAL,NHL_DAL,Dallas Stars,"Dallas, TX",Western,Central,32.7906,-96.8103,0,Dallas,TX,Stars,Green,South,Imaginary
32304,3,MIN,NHL_MIN,Minnesota Wild,"Saint Paul, MN",Western,Central,44.9447,-93.1011,0,Saint Paul,MN,Wild,Green,Midwest,Imaginary
32305,3,NSH,NHL_NSH,Nashville Predators,"Nashville, TN",Western,Central,36.1592,-86.7786,0,Nashville,TN,Predators,Yellow,South,Imaginary
32306,3,STL,NHL_STL,St. Louis Blues,"St. Louis, MO",Western,Central,38.6267,-90.2025,0,St. Louis,MO,Blues,Blue,Midwest,Color
32307,3,UTA,NHL_UTA,Utah Mammoth,"Salt Lake City, UT",Western,Central,40.7684,-111.902,0,Salt Lake City,UT,Mammoth,Blue,West,Animal
32308,3,WPG,NHL_WPG,Winnipeg Jets,"Winnipeg, MB",Western,Central,49.8928,-97.1436,0,Winnipeg,MB,Jets,Blue,Midwest,Imaginary
32401,3,AHA,NHL_AHA,Anaheim Ducks,"Anaheim, CA",Western,Pacific,33.8078,-117.877,0,Anaheim,CA,Ducks,Black,West,Animal
32402,3,CGY,NHL_CGY,Calgary Flames,"Calgary, AB",Western,Pacific,51.0374,-114.052,0,Calgary,AB,Flames,Red,West,Imaginary
32403,3,EDM,NHL_EDM,Edmonton Oilers,"Edmonton, AB",Western,Pacific,53.5469,-113.498,0,Edmonton,AB,Oilers,Blue,West,Imaginary
32404,3,LAK,NHL_LAK,Los Angeles Kings,"Los Angeles, CA",Western,Pacific,34.0431,-118.267,0,Los Angeles,CA,Kings,Black,West,Person
32405,3,SJS,NHL_SJS,San Jose Sharks,"San Jose, CA",Western,Pacific,37.3328,-121.901,0,San Jose,CA,Sharks,Blue,West,Animal
32406,3,SEA,NHL_SEA,Seattle Kraken,"Seattle, WA",Western,Pacific,47.622,-122.354,0,Seattle,WA,Kraken,Blue,West,Animal
32407,3,VAN,NHL_VAN,Vancouver Canucks,"Vancouver, BC",Western,Pacific,49.2778,-123.109,0,Vancouver,BC,Canucks,Blue,West,Imaginary
32408,3,VGK,NHL_VGK,Vegas Golden Knights,"Paradise, NV",Western,Pacific,36.1028,-115.178,0,Paradise,NV,Golden Knights,Black,West,Color
41101,4,BAL,MLB_BAL,Baltimore Orioles,"Baltimore, MD",AL,East,39.2839,-76.6217,1,Baltimore,MD,Orioles,Orange,East,Bird
41102,4,BOS,MLB_BOS,Boston Red Sox,"Boston, MA",AL,East,42.3462,-71.0977,1,Boston,MA,Red Sox,Red,East,Color
41103,4,NYY,MLB_NYY,New York Yankees,"New York, NY",AL,East,40.8292,-73.9264,1,New York,NY,Yankees,Blue,East,Person
41104,4,TB,MLB_TB,Tampa Bay Rays,"St. Petersburg, FL",AL,East,27.7683,-82.6533,0,St. Petersburg,FL,Rays,Black,South,Animal
41105,4,TOR,MLB_TOR,Toronto Blue Jays,"Toronto, ON",AL,East,43.6414,-79.3892,0,Toronto,ON,Blue Jays,Blue,East,Color
41201,4,SOX,MLB_SOX,Chicago White Sox,"Chicago, IL",AL,Central,41.83,-87.6339,1,Chicago,IL,White Sox,Black,Midwest,Color
41202,4,CLE,MLB_CLE,Cleveland Guardians,"Cleveland, OH",AL,Central,41.4958,-81.6853,1,Cleveland,OH,Guardians,Red,Midwest,Imaginary
41203,4,DET,MLB_DET,Detroit Tigers,"Detroit, MI",AL,Central,42.3392,-83.0486,1,Detroit,MI,Tigers,Blue,Midwest,Cat
41204,4,KC,MLB_KC,Kansas City Royals,"Kansas City, MO",AL,Central,39.051,-94.48,1,Kansas City,MO,Royals,Blue,Midwest,Color
41205,4,MIN,MLB_MIN,Minnesota Twins,"Minneapolis, MN",AL,Central,44.9817,-93.2783,1,Minneapolis,MN,Twins,Red,Midwest,Person
41301,4,HOU,MLB_HOU,Houston Astros,"Houston, TX",AL,West,29.7569,-95.3556,0,Houston,TX,Astros,Blue,South,Imaginary
41302,4,LAA,MLB_LAA,Los Angeles Angels,"Anaheim, CA",AL,West,33.8003,-117.883,1,Anaheim,CA,Angels,Red,West,Person
41303,4,OAK,MLB_OAK,Oakland Athletics,"Oakland, CA",AL,West,37.7517,-122.201,1,Oakland,CA,Athletics,Yellow,West,Person
41304,4,SEA,MLB_SEA,Seattle Mariners,"Seattle, WA",AL,West,47.591,-122.333,0,Seattle,WA,Mariners,Blue,West,Person
41305,4,TEX,MLB_TEX,Texas Rangers,"Arlington, TX",AL,West,32.7474,-97.0842,0,Arlington,TX,Rangers,Red,South,Imaginary
42401,4,ATL,MLB_ATL,Atlanta Braves,"Cumberland, GA",NL,East,33.89,-84.468,1,Cumberland,GA,Braves,Red,South,Person
42402,4,MIA,MLB_MIA,Miami Marlins,"Miami, FL",NL,East,25.7781,-80.2197,0,Miami,FL,Marlins,Black,South,Animal
42403,4,NYM,MLB_NYM,New York Mets,"New York, NY",NL,East,40.7569,-73.8458,1,New York,NY,Mets,Blue,East,Imaginary
42404,4,PHI,MLB_PHI,Philadelphia Phillies,"Philadelphia, PA",NL,East,39.9058,-75.1664,1,Philadelphia,PA,Phillies,Red,East,Imaginary
42405,4,WSH,MLB_WSH,Washington Nationals,"Washington, DC",NL,East,38.8728,-77.0075,1,Washington,DC,Nationals,Red,East,Imaginary
42501,4,CHI,MLB_CHI,Chicago Cubs,"Chicago, IL",NL,Central,41.9481,-87.6556,1,Chicago,IL,Cubs,Blue,Midwest,Animal
42502,4,CIN,MLB_CIN,Cincinnati Reds,"Cincinnati, OH",NL,Central,39.0975,-84.5067,1,Cincinnati,OH,Reds,Red,Midwest,Color
42503,4,MIL,MLB_MIL,Milwaukee Brewers,"Milwaukee, WI",NL,Central,43.0283,-87.9711,0,Milwaukee,WI,Brewers,Yellow,Midwest,Person
42504,4,PIT,MLB_PIT,Pittsburgh Pirates,"Pittsburgh, PA",NL,Central,40.4469,-80.0058,1,Pittsburgh,PA,Pirates,Yellow,East,Person
42505,4,STL,MLB_STL,St. Louis Cardinals,"St. Louis, MO",NL,Central,38.6225,-90.1931,1,St. Louis,MO,Cardinals,Red,Midwest,Bird
42601,4,ARI,MLB_ARI,Arizona Diamondbacks,"Phoenix, AZ",NL,West,33.4453,-112.067,0,Phoenix,AZ,Diamondbacks,Red,West,Animal
42602,4,COL,MLB_COL,Colorado Rockies,"Denver, CO",NL,West,39.7561,-104.994,1,Denver,CO,Rockies,Black,West,Imaginary
42603,4,LAD,MLB_LAD,Los Angeles Dodgers,"Los Angeles, CA",NL,West,34.0736,-118.24,1,Los Angeles,CA,Dodgers,Blue,West,Animal
42604,4,SD,MLB_SD,San Diego Padres,"San Diego, CA",NL,West,32.7073,-117.157,1,San Diego,CA,Padres,Yellow,West,Person
42605,4,SF,MLB_SF,San Francisco Giants,"San Francisco, CA",NL,West,37.7786,-122.389,1,San Francisco,CA,Giants,Black,West,Imaginary
50000,5,TBD,CFB_TBD,Unknown School,,,,,,1,,,,,,
50101,5,ARMY,CFB_ARMY,Army,"West Point, NY",FBS,AAC,41.3871,-73.9641,1,West Point,NY,Black Knights,Black,East,Color
50102,5,CHAR,CFB_CHAR,Charlotte,"Charlotte, NC",FBS,AAC,35.3103,-80.7405,1,Charlotte,NC,49ers,Green,East,Person
50103,5,ECU,CFB_ECU,East Carolina,"Greensville, NC",FBS,AAC,35.5964,-77.3652,1,Greensville,NC,Pirates,Yellow,East,Person
50104,5,FAU,CFB_FAU,Florida Atlantic,"Boca Raton, FL",FBS,AAC,26.3755,-80.1017,1,Boca Raton,FL,Owls,Blue,South,Bird
50105,5,MEM,CFB_MEM,Memphis,"Memphis, TN",FBS,AAC,35.1209,-89.9781,1,Memphis,TN,Tigers,Blue,South,Cat
50106,5,NAVY,CFB_NAVY,Navy,"Annapolis, MD",FBS,AAC,38.9848,-76.5071,1,Annapolis,MD,Midshipmen,Blue,East,Person
50107,5,UNT,CFB_UNT,North Texas,"Denton, TX",FBS,AAC,33.2039,-97.1592,1,Denton,TX,Mean Green,Green,South,Color
50108,5,RICE,CFB_RICE,Rice,"Houston, TX",FBS,AAC,29.7162,-95.4093,1,Houston,TX,Owls,Blue,South,Bird
50109,5,TEM,CFB_TEM,Temple,"Philadelphia, PA",FBS,AAC,39.9007,-75.1675,1,Philadelphia,PA,Owls,Red,East,Bird
50110,5,TULN,CFB_TULN,Tulane,"New Orleans, LA",FBS,AAC,29.9459,-90.1152,1,New Orleans,LA,Green Wave,Green,South,Color
50111,5,TLSA,CFB_TLSA,Tulsa,"Tulsa, OK",FBS,AAC,36.1489,-95.9436,1,Tulsa,OK,Golden Huricane,Blue,South,Color
50112,5,UAB,CFB_UAB,Alabama Birmingham,"Birmingham, AL",FBS,AAC,33.528,-86.8092,1,Birmingham,AL,Blazers,Yellow,South,Imaginary
50113,5,USF,CFB_USF,South Florida,"Tampa, FL",FBS,AAC,27.976,-82.5033,1,Tampa,FL,Bulls,Green,South,Animal
50114,5,UTSA,CFB_UTSA,Texas San Antonio,"San Antonio, TX",FBS,AAC,29.4169,-98.4789,1,San Antonio,TX,Roadrunners,Blue,South,Bird
50201,5,BC,CFB_BC,Boston College,"Chestnut Hill, MA",FBS,ACC,42.3351,-71.1665,1,Chestnut Hill,MA,Eagles,Red,East,Bird
50202,5,CAL,CFB_CAL,California,"Berkeley, CA",FBS,ACC,37.8707,-122.251,1,Berkeley,CA,Golden Bears,Yellow,West,Color
50203,5,CLEM,CFB_CLEM,Clemson,"Clemson, SC",FBS,ACC,34.6787,-82.8432,1,Clemson,SC,Tigers,Orange,South,Cat
50204,5,DUKE,CFB_DUKE,Duke,"Durham, NC",FBS,ACC,35.9953,-78.9417,1,Durham,NC,Blue Devils,Blue,East,Color
50205,5,FSU,CFB_FSU,Florida State,"Tallahassee, FL",FBS,ACC,30.4375,-84.3045,1,Tallahassee,FL,Seminoles,Red,South,Person
50206,5,GT,CFB_GT,Georgia Tech,"Atlanta, GA",FBS,ACC,33.7726,-84.3929,1,Atlanta,GA,Yellow Jackets,Yellow,South,Color
50207,5,LOU,CFB_LOU,Louisville,"Louisville, KY",FBS,ACC,38.2054,-85.7581,1,Louisville,KY,Cardinals,Red,South,Bird
50208,5,MIA,CFB_MIA,Miami (FL),"Miami, FL",FBS,ACC,25.9579,-80.2388,1,Miami,FL,Hurricanes,Orange,South,Imaginary
50209,5,UNC,CFB_UNC,North Carolina,"Chapel Hill, NC",FBS,ACC,35.907,-79.0479,1,Chapel Hill,NC,Tar Heels,Blue,East,Imaginary
50210,5,NCST,CFB_NCST,North Carolina State,"Raleigh, NC",FBS,ACC,35.8008,-78.7195,1,Raleigh,NC,Wolfpack,Red,East,Dog
50211,5,PITT,CFB_PITT,Pittsburgh,"Pittsburgh, PA",FBS,ACC,40.4468,-80.0158,1,Pittsburgh,PA,Panthers,Blue,East,Cat
50212,5,SMU,CFB_SMU,Southern Methodist,"Dallas, TX",FBS,ACC,32.8377,-96.7816,1,Dallas,TX,Mustangs,Red,South,Animal
50213,5,STAN,CFB_STAN,Stanford,"Stanford, CA",FBS,ACC,37.4347,-122.161,1,Stanford,CA,Cardinals,Red,West,Bird
50214,5,SYR,CFB_SYR,Syracuse,"Syracuse, NY",FBS,ACC,43.0361,-76.1365,1,Syracuse,NY,Orange,Orange,East,Color
50215,5,UVA,CFB_UVA,Virginia,"Charlottesville, VA",FBS,ACC,38.0311,-78.5137,1,Charlottesville,VA,Cavaliers,Blue,East,Person
50216,5,VT,CFB_VT,Virginia Tech,"Blacksburg, VA",FBS,ACC,37.22,-80.4181,1,Blacksburg,VA,Hokies,Red,East,Imaginary
50217,5,WAKE,CFB_WAKE,Wake Forest,"Winston-Salem, NC",FBS,ACC,36.0918,-80.2553,1,Winston-Salem,NC,Demon Deacons,Yellow,East,Imaginary
50301,5,ILL,CFB_ILL,Illinois,"Champaign, IL",FBS,B10,40.0993,-88.236,1,Champaign,IL,Fighting Illini,Orange,Midwest,Imaginary
50302,5,IND,CFB_IND,Indiana,"Bloomington, IN",FBS,B10,39.1809,-86.5256,1,Bloomington,IN,Hoosiers,Red,Midwest,Imaginary
50303,5,IA,CFB_IA,Iowa,"Iowa City, IA",FBS,B10,41.6584,-91.5515,1,Iowa City,IA,Hawkeyes,Black,Midwest,Bird
50304,5,MD,CFB_MD,Maryland,"College Park, MD",FBS,B10,38.9912,-76.9473,1,College Park,MD,Terrapins,Red,East,Animal
50305,5,MN,CFB_MN,Minnesota,"Minneapolis, MN",FBS,B10,44.9765,-93.2246,1,Minneapolis,MN,Golden Gophers,Red,Midwest,Color
50306,5,MSU,CFB_MSU,Michigan State,"East Lansing, MI",FBS,B10,42.7282,-84.4849,1,East Lansing,MI,Spartans,Green,Midwest,Person
50307,5,MI,CFB_MI,Michigan,"Ann Arbor, MI",FBS,B10,42.2659,-83.7487,1,Ann Arbor,MI,Wolverine,Blue,Midwest,Animal
50308,5,NE,CFB_NE,Nebraska,"Lincoln, NE",FBS,B10,40.8205,-96.7057,1,Lincoln,NE,Cornhuskers,Red,Midwest,Imaginary
50309,5,NW,CFB_NW,Northwestern,"Evanston, IL",FBS,B10,42.0654,-87.6925,1,Evanston,IL,Wildcats,Purple,Midwest,Cat
50310,5,ORE,CFB_ORE,Oregon,"Eugene, OR",FBS,B10,44.0583,-123.069,1,Eugene,OR,Ducks,Green,West,Animal
50311,5,OSU,CFB_OSU,Ohio State,"Columbus, OH",FBS,B10,40.0017,-83.0197,1,Columbus,OH,Buckeyes,Red,Midwest,Imaginary
50312,5,PSU,CFB_PSU,Penn State,"State College, PA",FBS,B10,40.8122,-77.8562,1,State College,PA,Nittany Lions,Blue,East,Cat
50313,5,PUR,CFB_PUR,Purdue,"West Lafayette, IN",FBS,B10,40.4343,-86.9185,1,West Lafayette,IN,Boilermakers,Yellow,Midwest,Imaginary
50314,5,RUTG,CFB_RUTG,Rutgers,"New Brunswick, NJ",FBS,B10,40.5138,-74.465,1,New Brunswick,NJ,Scarlet Knights,Red,East,Color
50315,5,UCLA,CFB_UCLA,California Los Angeles,"Los Angeles, CA",FBS,B10,34.1616,-118.168,1,Los Angeles,CA,Bruins,Blue,West,Animal
50316,5,USC,CFB_USC,Southern California,"Los Angeles, CA",FBS,B10,34.014,-118.288,1,Los Angeles,CA,Trojans,Red,West,Person
50317,5,WASH,CFB_WASH,Washington,"Seattle, WA",FBS,B10,47.6504,-122.303,1,Seattle,WA,Huskies,Purple,West,Dog
50318,5,WIS,CFB_WIS,Wisconsin,"Madison, WI",FBS,B10,43.0699,-89.4128,1,Madison,WI,Badgers,Red,Midwest,Animal
50401,5,AZ,CFB_AZ,Arizona,"Tucson, AZ",FBS,B12,32.2283,-110.949,1,Tucson,AZ,Wildcats,Red,West,Cat
50402,5,ASU,CFB_ASU,Arizona State,"Tempe, AZ",FBS,B12,33.4264,-111.933,1,Tempe,AZ,Sun Devils,Red,West,Imaginary
