team_id,league_id,abbr,team_concat,name,location,conf,div,lat,lon,weather,region_lat,region_lon,source_team_id
12404,1,POR,NBA_POR,Portland Trail Blazers,"Portland, OR",West,Northwest,45.5317,-122.667,0,45.5317,-122.667,
12505,1,SAC,NBA_SAC,Sacramento Kings,"Sacramento, CA",West,Pacific,38.6492,-121.517998,0,38.6492,-121.518,
12605,1,SAN,NBA_SAN,San Antonio Spurs,"San Antonio, TX",West,Southwest,29.4269,-98.4375,0,29.4169,-98.4789,
11105,1,TOR,NBA_TOR,Toronto Raptors,"Toronto, ON",East,Atlantic,43.6433,-79.379204,0,43.6414,-79.3892,
12405,1,UTA,NBA_UTA,Utah Jazz,"Salt Lake City, UT",West,Northwest,40.7683,-111.901001,0,40.7599,-111.849,
11305,1,WAS,NBA_WAS,Washington Wizards,"Washington, DC",East,Southeast,38.8981,-77.020798,0,38.8728,-77.0075,
22801,2,ARI,NFL_ARI,Arizona Cardinals,"Glendale, AZ",NFC,West,33.528,-112.263,0,33.4453,-112.067,22
22701,2,ATL,NFL_ATL,Atlanta Falcons,"Atlanta, GA",NFC,South,33.452,-84.239998,0,33.7726,-84.3929,1
21201,2,BAL,NFL_BAL,Baltimore Ravens,"Baltimore, MD",AFC,North,39.164,-76.3722,1,38.8728,-77.0075,33
21202,2,CIN,NFL_CIN,Cincinnati Bengals,"Cincinnati, OH",AFC,North,39.095,-84.515999,1,39.095,-84.516,4
21101,2,BUF,NFL_BUF,Buffalo Bills,"Orchard Park, NY",AFC,East,42.774,-78.787003,1,42.774,-78.787,2
22702,2,CAR,NFL_CAR,Carolina Panthers,"Charlotte, NC",NFC,South,35.1333,-80.511002,1,35.1333,-80.511,29
22601,2,CHI,NFL_CHI,Chicago Bears,"Chicago, IL",NFC,North,41.8623,-87.616699,1,41.8623,-87.6167,3
21203,2,CLE,NFL_CLE,Cleveland Browns,"Cleveland, OH",AFC,North,41.3022,-81.415802,1,41.3022,-81.4158,5
22501,2,DAL,NFL_DAL,Dallas Cowboys,"Arlington, TX",NFC,East,32.4452,-97.533997,0,32.8377,-96.7827,6
21401,2,DEN,NFL_DEN,Denver Broncos,"Denver, CO",AFC,West,39.4438,-105.112,1,39.4438,-105.112,7
22602,2,DET,NFL_DET,Detroit Lions,"Detroit, MI",NFC,North,42.2024,-83.244003,0,42.3392,-83.0486,8
22603,2,GB,NFL_GB,Green Bay Packers,"Green Bay, WI",NFC,North,44.305,-88.344002,1,44.305,-88.344,9
21301,2,HOU,NFL_HOU,Houston Texans,"Houston, TX",AFC,South,9.415,-95.243896,0,29.7162,-95.4093,34
21302,2,IND,NFL_IND,Indianapolis Colts,"Indianapolis, IN",AFC,South,39.4536,-86.949699,0,39.4536,-86.9497,11
21303,2,JAX,NFL_JAX,Jacksonville Jaguars,"Jacksonville, FL",AFC,South,30.1926,-81.3815,1,30.1926,-81.3815,30
21402,2,KC,NFL_KC,Kansas City Chiefs,"Kansas City, MO",AFC,West,39.256,-94.292,1,39.051,-94.48,12
21404,2,LAC,NFL_LAC,Los Angeles Chargers,"Inglewood, CA",AFC,West,33.953,-118.338997,1,34.0736,-118.24,24
22802,2,LAR,NFL_LAR,Los Angeles Rams,"Inglewood, CA",NFC,West,33.953,-118.338997,0,34.0736,-118.24,14
21403,2,LV,NFL_LV,Las Vegas Raiders,"Paradise, NV",AFC,West,36.0526,-115.112,0,36.086,-115.017,13
21102,2,MIA,NFL_MIA,Miami Dolphins,"Miami, FL",AFC,East,25.958,-80.239304,1,25.7525,-80.1881,15
22604,2,MIN,NFL_MIN,Minnesota Vikings,"Minneapolis, MN",NFC,North,44.974,-93.258003,0,44.9817,-93.2783,16
21103,2,NE,NFL_NE,New England Patriots,"Foxborough, MA",AFC,East,42.091,-71.264,1,42.3462,-71.0977,17
22703,2,NO,NFL_NO,New Orleans Saints,"New Orleans, LA",NFC,South,29.573,-90.452003,0,29.573,-90.452,18
22502,2,NYG,NFL_NYG,New York Giants,"East Rutherford, NJ",NFC,East,40.4849,-74.427696,1,40.722,-74.0107,19
21104,2,NYJ,NFL_NYJ,New York Jets,"East Rutherford, NJ",AFC,East,40.4849,-74.427696,1,40.722,-74.0107,20
22503,2,PHI,NFL_PHI,Philadelphia Eagles,"Philadelphia, PA",NFC,East,39.543,-75.102997,1,39.9058,-75.1664,21
21204,2,PIT,NFL_PIT,Pittsburgh Steelers,"Pittsburgh, PA",AFC,North,40.2648,-80.056999,1,40.4469,-80.0058,23
22804,2,SEA,NFL_SEA,Seattle Seahawks,"Seattle, WA",NFC,West,47.5952,-122.332001,1,47.591,-122.333,26
22803,2,SF,NFL_SF,San Francisco 49ers,"Santa Clara, CA",NFC,West,37.403,-121.970001,1,37.7786,-122.389,25
22704,2,TB,NFL_TB,Tampa Bay Buccaneers,"Tampa, FL",NFC,South,27.5833,-82.301201,1,27.976,-82.5033,27
21304,2,TEN,NFL_TEN,Tennessee Titans,"Nashville, TN",AFC,South,36.959,-86.4617,1,36.959,-86.4617,10
22504,2,WAS,NFL_WAS,Washington Commanders,"Landover, MD",NFC,East,38.5428,-76.515198,1,38.8728,-77.0075,28
32401,3,AHA,NHL_AHA,Anaheim Ducks,"Anaheim, CA",Western,Pacific,33.8078,-117.876999,0,34.0736,-118.24,
31101,3,BOS,NHL_BOS,Boston Bruins,"Boston, MA",Eastern,Atlantic,42.3663,-71.062202,0,42.3462,-71.0977,
31102,3,BUF,NHL_BUF,Buffalo Sabres,"Buffalo, NY",Eastern,Atlantic,42.875,-78.876404,0,42.774,-78.787,
31201,3,CAR,NHL_CAR,Carolina Hurricanes,"Raleigh, NC",Eastern,Metropolitan,35.8033,-78.721901,0,35.8033,-78.7219,
31202,3,CBJ,NHL_CBJ,Columbus Blue Jackets,"Columbus, OH",Eastern,Metropolitan,39.9693,-83.006104,0,39.9693,-83.0061,
32402,3,CGY,NHL_CGY,Calgary Flames,"Calgary, AB",Western,Pacific,51.0374,-114.052002,0,51.0374,-114.052,
32301,3,CHI,NHL_CHI,Chicago Blackhawks,"Chicago, IL",Western,Central,41.8806,-87.674202,0,41.8806,-87.6742,
32302,3,COL,NHL_COL,Colorado Avalanche,"Denver, CO",Western,Central,39.7487,-105.008003,0,39.4438,-105.112,
32303,3,DAL,NHL_DAL,Dallas Stars,"Dallas, TX",Western,Central,32.7906,-96.810303,0,32.8377,-96.7827,
31103,3,DET,NHL_DET,Detroit Red Wings,"Detroit, MI",Eastern,Atlantic,42.3411,-83.055,0,42.3392,-83.0486,
32403,3,EDM,NHL_EDM,Edmonton Oilers,"Edmonton, AB",Western,Pacific,53.5469,-113.498001,0,53.5469,-113.498,
31104,3,FLA,NHL_FLA,Florida Panthers,"Sunrise, FL",Eastern,Atlantic,26.1583,-80.3256,0,25.7525,-80.1881,
32404,3,LAK,NHL_LAK,Los Angeles Kings,"Los Angeles, CA",Western,Pacific,34.0431,-118.266998,0,34.0736,-118.24,
32304,3,MIN,NHL_MIN,Minnesota Wild,"Saint Paul, MN",Western,Central,44.9447,-93.101097,0,44.9817,-93.2783,
31105,3,MTL,NHL_MTL,Montreal Canadiens,"Montreal, QC",Eastern,Atlantic,45.4961,-73.569397,0,45.4961,-73.5694,
31203,3,NJD,NHL_NJD,New Jersey Devils,"Newark, NJ",Eastern,Metropolitan,40.7336,-74.171097,0,40.722,-74.0107,
32305,3,NSH,NHL_NSH,Nashville Predators,"Nashville, TN",Western,Central,36.1592,-86.778603,0,36.1592,-86.7786,
31204,3,NYI,NHL_NYI,New York Islanders,"Elmont, NY",Eastern,Metropolitan,40.7121,-73.727203,0,40.722,-74.0107,
31205,3,NYR,NHL_NYR,New York Rangers,"New York, NY",Eastern,Metropolitan,40.7506,-73.993599,0,40.722,-74.0107,
31106,3,OTT,NHL_OTT,Ottawa Senators,"Ottawa, ON",Eastern,Atlantic,45.2969,-75.926804,0,45.2969,-75.9268,
31206,3,PHI,NHL_PHI,Philadelphia Flyers,"Philadelphia, PA",Eastern,Metropolitan,39.9011,-75.171898,0,39.9058,-75.1664,
31207,3,PIT,NHL_PIT,Pittsburgh Penguins,"Pittsburgh, PA",Eastern,Metropolitan,40.4394,-79.989197,0,40.4469,-80.0058,
32406,3,SEA,NHL_SEA,Seattle Kraken,"Seattle, WA",Western,Pacific,47.622,-122.353996,0,47.591,-122.333,
32405,3,SJS,NHL_SJS,San Jose Sharks,"San Jose, CA",Western,Pacific,37.3328,-121.901001,0,37.7786,-122.389,
32306,3,STL,NHL_STL,St. Louis Blues,"St. Louis, MO",Western,Central,38.6267,-90.202499,0,38.6225,-90.1931,
31107,3,TBL,NHL_TBL,Tampa Bay Lightning,"Tampa, FL",Eastern,Atlantic,27.9427,-82.451797,0,27.976,-82.5033,
31108,3,TOR,NHL_TOR,Toronto Maple Leafs,"Toronto, ON",Eastern,Atlantic,43.6433,-79.379204,0,43.6414,-79.3892,
32307,3,UTA,NHL_UTA,Utah Hockey Club,"Salt Lake City, UT",Western,Central,40.7684,-111.902,0,40.7599,-111.849,
32407,3,VAN,NHL_VAN,Vancouver Canucks,"Vancouver, BC",Western,Pacific,49.2778,-123.109001,0,49.2778,-123.109,
32408,3,VGK,NHL_VGK,Vegas Golden Knights,"Paradise, NV",Western,Pacific,36.1028,-115.178001,0,36.086,-115.017,
32308,3,WPG,NHL_WPG,Winnipeg Jets,"Winnipeg, MB",Western,Central,49.8928,-97.1436,0,49.8928,-97.1436,
31208,3,WSH,NHL_WSH,Washington Capitals,"Washington, DC",Eastern,Metropolitan,38.8982,-77.020897,0,38.8728,-77.0075,
42601,4,ARI,MLB_ARI,Arizona Diamondbacks,"Phoenix, AZ",NL,West,33.4453,-112.067001,0,33.4453,-112.067,
42401,4,ATL,MLB_ATL,Atlanta Braves,"Cumberland, GA",NL,East,33.89,-84.468002,1,33.89,-84.468,
41101,4,BAL,MLB_BAL,Baltimore Orioles,"Baltimore, MD",AL,East,39.2839,-76.621696,1,38.8728,-77.0075,
41102,4,BOS,MLB_BOS,Boston Red Sox,"Boston, MA",AL,East,42.3462,-71.097702,1,42.3462,-71.0977,
42501,4,CHI,MLB_CHI,Chicago Cubs,"Chicago, IL",NL,Central,41.9481,-87.655602,1,41.9481,-87.6556,
42502,4,CIN,MLB_CIN,Cincinnati Reds,"Cincinnati, OH",NL,Central,39.0975,-84.506699,1,39.0975,-84.5067,
41202,4,CLE,MLB_CLE,Cleveland Guardians,"Cleveland, OH",AL,Central,41.4958,-81.685303,1,41.4958,-81.6853,
42602,4,COL,MLB_COL,Colorado Rockies,"Denver, CO",NL,West,39.7561,-104.994003,1,39.4438,-105.112,
41203,4,DET,MLB_DET,Detroit Tigers,"Detroit, MI",AL,Central,42.3392,-83.048599,1,42.3392,-83.0486,
41301,4,HOU,MLB_HOU,Houston Astros,"Houston, TX",AL,West,29.7569,-95.355598,0,29.7162,-95.4093,
41204,4,KC,MLB_KC,Kansas City Royals,"Kansas City, MO",AL,Central,39.051,-94.480003,1,39.051,-94.48,
41302,4,LAA,MLB_LAA,Los Angeles Angels,"Anaheim, CA",AL,West,33.8003,-117.883003,1,34.0736,-118.24,
42603,4,LAD,MLB_LAD,Los Angeles Dodgers,"Los Angeles, CA",NL,West,34.0736,-118.239998,1,34.0736,-118.24,
42402,4,MIA,MLB_MIA,Miami Marlins,"Miami, FL",NL,East,25.7781,-80.219704,0,25.7525,-80.1881,
42503,4,MIL,MLB_MIL,Milwaukee Brewers,"Milwaukee, WI",NL,Central,43.0283,-87.9711,0,43.0283,-87.9711,
41205,4,MIN,MLB_MIN,Minnesota Twins,"Minneapolis, MN",AL,Central,44.9817,-93.278297,1,44.9817,-93.2783,
42403,4,NYM,MLB_NYM,New York Mets,"New York, NY",NL,East,40.7569,-73.845802,1,40.722,-74.0107,
41103,4,NYY,MLB_NYY,New York Yankees,"New York, NY",AL,East,40.8292,-73.926399,1,40.722,-74.0107,
41303,4,OAK,MLB_OAK,Oakland Athletics,"Oakland, CA",AL,West,37.7517,-122.200996,1,37.7786,-122.389,
42404,4,PHI,MLB_PHI,Philadelphia Phillies,"Philadelphia, PA",NL,East,39.9058,-75.166397,1,39.9058,-75.1664,
42504,4,PIT,MLB_PIT,Pittsburgh Pirates,"Pittsburgh, PA",NL,Central,40.4469,-80.005798,1,40.4469,-80.0058,
42604,4,SD,MLB_SD,San Diego Padres,"San Diego, CA",NL,West,32.7073,-117.156998,1,32.7073,-117.157,
41304,4,SEA,MLB_SEA,Seattle Mariners,"Seattle, WA",AL,West,47.591,-122.333,0,47.591,-122.333,
42605,4,SF,MLB_SF,San Francisco Giants,"San Francisco, CA",NL,West,37.7786,-122.389,1,37.7786,-122.389,
41201,4,SOX,MLB_SOX,Chicago White Sox,"Chicago, IL",AL,Central,41.83,-87.633904,1,41.83,-87.6339,
42505,4,STL,MLB_STL,St. Louis Cardinals,"St. Louis, MO",NL,Central,38.6225,-90.1931,1,38.6225,-90.1931,
41104,4,TB,MLB_TB,Tampa Bay Rays,"St. Petersburg, FL",AL,East,27.7683,-82.653297,0,27.976,-82.5033,
41305,4,TEX,MLB_TEX,Texas Rangers,"Arlington, TX",AL,West,32.7474,-97.084198,0,32.7474,-97.0842,
41105,4,TOR,MLB_TOR,Toronto Blue Jays,"Toronto, ON",AL,East,43.6414,-79.389198,0,43.6414,-79.3892,
42405,4,WSH,MLB_WSH,Washington Nationals,"Washington, DC",NL,East,38.8728,-77.0075,1,38.8728,-77.0075,
50801,5,AFA,CFB_AFA,Air Force,"Colorado Springs, CO",MTNW,,38.9969,-104.844002,1,39.4438,-105.112,2005
50701,5,AKR,CFB_AKR,Akron,"Akron, OH",MAC,,41.0726,-81.5084,1,41.0726,-81.5084,2006
51101,5,APP,CFB_APP,Appalachian State,"Boone, NC",SUNB,,36.2115,-81.685501,1,36.2115,-81.6855,2026
51001,5,ARK,CFB_ARK,Arkansas,"Fayetteville, AR",SEC,,36.0679,-94.178802,1,36.0679,-94.1788,8
50101,5,ARMY,CFB_ARMY,Army,"West Point, NY",AAC,,41.3871,-73.964104,1,41.3871,-73.9641,349
51102,5,ARST,CFB_ARST,Arkansas State,"Jonesboro, AR",SUNB,,35.849,-90.667702,1,35.849,-90.6677,2032
51002,5,AUB,CFB_AUB,Auburn,"Auburn, AL",SEC,,32.6024,-85.488899,1,32.6024,-85.4889,2
50401,5,ARIZ,CFB_ARIZ,Arizona,"Tucson, AZ",B12,,32.2283,-110.948997,1,32.2283,-110.949,12
50402,5,ASU,CFB_ASU,Arizona State,"Tempe, AZ",B12,,33.4264,-111.932999,1,33.4453,-112.067,9
50702,5,BALL,CFB_BALL,Ball State,"Muncie, IN",MAC,,40.216,-85.417702,1,40.216,-85.4177,2050
51003,5,ALA,CFB_ALA,Alabama,"Tuscaloosa, AL",SEC,,33.2075,-87.5504,1,33.2075,-87.5504,333
50403,5,BAY,CFB_BAY,Baylor,"Waco, TX",B12,East,31.5587,-97.115601,1,31.5587,-97.1156,239
50201,5,BC,CFB_BC,Boston College,"Chestnut Hill, MA",ACC,,42.3351,-71.166496,1,42.3462,-71.0977,103
50703,5,BGSU,CFB_BGSU,Bowling Green,"Bowling Green, OH",MAC,,41.3781,-83.622498,1,41.3781,-83.6225,189
50802,5,BOIS,CFB_BOIS,Boise State,"Boise, ID",MTNW,,43.6027,-116.195999,1,43.6027,-116.196,68
50704,5,BUFF,CFB_BUFF,Buffalo,"Orchard Park, NY",MAC,,42.9991,-78.777496,1,42.774,-78.787,2084
50404,5,BYU,CFB_BYU,BYU,"Provo, UT",B12,Central,40.2575,-111.653999,1,40.2575,-111.654,252
50202,5,CAL,CFB_CAL,California,"Berkeley, CA",ACC,,37.8707,-122.250999,1,37.7786,-122.389,25
51103,5,CCU,CFB_CCU,Coastal Carolina,"Conway, SC",SUNB,,33.7922,-79.017303,1,33.7922,-79.0173,324
50102,5,CHAR,CFB_CHAR,Charlotte,"Charlotte, NC",AAC,,35.3103,-80.740501,1,35.3103,-80.7405,2429
50405,5,CIN,CFB_CIN,Cincinnati,"Cincinnati, OH",B12,,39.1313,-84.516296,1,39.1313,-84.5163,2132
50203,5,CLEM,CFB_CLEM,Clemson,"Clemson, SC",ACC,,34.6787,-82.843201,1,34.6787,-82.8432,228
50705,5,CMU,CFB_CMU,Central Michigan,"Mount Pleasant, MI",MAC,,43.5776,-84.770798,1,43.5776,-84.7708,2117
50406,5,COLO,CFB_COLO,Colorado,"Boulder, CO",B12,Central,40.0094,-105.266998,1,39.4438,-105.112,38
50601,5,CONN,CFB_CONN,Connecticut,"Storrs, CT",IND,,41.7599,-72.618896,1,41.7599,-72.6189,41
50803,5,CSU,CFB_CSU,Colorado State,"Fort Collins, CO",MTNW,Central,40.5617,-105.139999,1,39.4438,-105.112,36
50204,5,DUKE,CFB_DUKE,Duke,"Durham, NC",ACC,,35.9953,-78.941704,1,35.8033,-78.7219,150
50103,5,ECU,CFB_ECU,East Carolina,"Greensville, NC",AAC,,35.5964,-77.365196,1,35.8033,-78.7219,151
50706,5,EMU,CFB_EMU,Eastern Michigan,"Ypsilanti, MI",MAC,,42.2558,-83.647797,1,42.3392,-83.0486,2199
50104,5,FAU,CFB_FAU,Florida Atlantic,"Boca Raton, FL",AAC,,26.3755,-80.1017,1,25.7525,-80.1881,2226
50501,5,FIU,CFB_FIU,Florida International,"Miami, FL",CUSA,,25.7525,-80.377899,1,25.7525,-80.1881,2229
51004,5,FLA,CFB_FLA,Florida,"Gainesville, FL",SEC,Central,29.6499,-82.348701,1,29.6499,-82.3487,57
50804,5,FRES,CFB_FRES,Fresno State,"Fresno, CA",MTNW,,36.8143,-119.758003,1,36.8143,-119.758,278
50205,5,FSU,CFB_FSU,Florida State,"Tallahassee, FL",ACC,East,30.4375,-84.304497,1,30.4375,-84.3045,52
51015,5,UGA,CFB_UGA,Georgia,"Athens, GA",SEC,,33.9498,-83.373398,1,33.9498,-83.3734,61
51104,5,GASO,CFB_GASO,Georgia Southern,"Statesboro, GA",SUNB,,32.4122,-81.783203,1,32.4122,-81.7832,290
51105,5,GAST,CFB_GAST,Georgia State,"Atlanta, GA",SUNB,East,33.7576,-84.4011,1,33.7726,-84.3929,2247
50206,5,GT,CFB_GT,Georgia Tech,"Atlanta, GA",ACC,Central,33.7726,-84.392899,1,33.7726,-84.3929,59
50805,5,HAW,CFB_HAW,Hawaii,"Honolulu, HI",MTNW,,21.3728,-157.929993,1,21.3728,-157.93,62
50414,5,HOU,CFB_HOU,Houston,"Houston, TX",B12,,29.7218,-95.349098,1,29.7162,-95.4093,248
50303,5,IOWA,CFB_IOWA,Iowa,"Iowa City, IA",B10,,41.6584,-91.551498,1,41.6584,-91.5515,2294
50407,5,ISU,CFB_ISU,Iowa State,"Ames, IA",B12,Central,42.014,-93.635803,1,42.014,-93.6358,66
50301,5,ILL,CFB_ILL,Illinois,"Champaign, IL",B10,East,40.0993,-88.236,1,40.0993,-88.236,356
50302,5,IND,CFB_IND,Indiana,"Bloomington, IN",B10,,39.1809,-86.525597,1,39.1809,-86.5256,84
51106,5,JMU,CFB_JMU,James Madison,"Harrisonburg, VA",SUNB,,38.4351,-78.873398,1,38.4351,-78.8734,256
50502,5,JVST,CFB_JVST,Jacksonville State,"Jacksonville, AL",CUSA,,32.3296,-90.179802,1,33.8208,-85.7675,55
50503,5,KENN,CFB_KENN,Kennesaw State,"Kennesaw, GA",CUSA,,34.0234,-84.615501,1,34.0234,-84.6155,338
50707,5,KENT,CFB_KENT,Kent State,"Kent, OH",MAC,,41.1391,-81.3134,1,41.1391,-81.3134,2309
50409,5,KU,CFB_KU,Kansas,"Lawrence, KS",B12,,38.9629,-95.2463,1,38.9629,-95.2463,2305
50408,5,KSU,CFB_KSU,Kansas State,"Manhattan, KS",B12,,39.2019,-96.593803,1,39.2019,-96.5938,2306
51005,5,UK,CFB_UK,Kentucky,"Lexington, KY",SEC,,38.0226,-84.505203,1,38.0226,-84.5052,96
51107,5,UL,CFB_UL,Louisiana,"Lafayette, LA",SUNB,,30.2158,-92.016296,1,30.2158,-92.0163,309
50505,5,LAT,CFB_LAT,Louisiana Tech,"Ruston, LA",CUSA,,32.5322,-92.655998,1,32.5322,-92.656,2348
50504,5,LIB,CFB_LIB,Liberty,"Lynchburg, VA",CUSA,,37.3544,-79.175003,1,37.3544,-79.175,2335
50207,5,LOU,CFB_LOU,Louisville,"Louisville, KY",ACC,Pacific,38.2054,-85.758102,1,38.2054,-85.7581,97
51006,5,LSU,CFB_LSU,LSU,"Baton Rouge, LA",SEC,East,30.412,-91.1838,1,30.412,-91.1838,99
50602,5,MASS,CFB_MASS,Massachusetts,"Amherst, MA",IND,,42.3775,-72.535599,1,42.3775,-72.5356,113
51108,5,MRSH,CFB_MRSH,Marshall,"Huntington, WV",SUNB,,38.4249,-82.421898,1,38.4249,-82.4219,276
50304,5,MD,CFB_MD,Maryland,"College Park, MD",B10,,38.9912,-76.947304,1,38.8728,-77.0075,120
50105,5,MEM,CFB_MEM,Memphis,"Memphis, TN",AAC,,35.1209,-89.978104,1,35.1209,-89.9781,235
50307,5,MICH,CFB_MICH,Michigan,"Ann Arbor, MI",B10,,42.2659,-83.748703,1,42.3392,-83.0486,130
50208,5,MIA,CFB_MIA,Miami (FL),"Miami, FL",ACC,,25.9579,-80.2388,1,25.7525,-80.1881,2390
50708,5,MIOH,CFB_MIOH,Miami (OH),"Oxford, OH",MAC,,39.5194,-84.733398,1,39.5194,-84.7334,193
50306,5,MSU,CFB_MSU,Michigan State,"East Lansing, MI",B10,,42.7282,-84.484901,1,42.7282,-84.4849,127
50305,5,MINN,CFB_MINN,Minnesota,"Minneapolis, MN",B10,,44.9765,-93.224602,1,44.9817,-93.2783,135
51007,5,MIZ,CFB_MIZ,Missouri,"Columbia, MO",SEC,Central,38.9359,-92.333099,1,38.9359,-92.3331,142
51010,5,MISS,CFB_MISS,Ole Miss,"Oxford, MS",SEC,,34.3622,-89.534103,1,34.3622,-89.5341,145
51008,5,MSST,CFB_MSST,Mississippi State,"Starkville, MS",SEC,Central,33.4562,-88.793404,1,33.4562,-88.7934,344
50506,5,MTSU,CFB_MTSU,Middle Tennessee State,"Murfreesboro, TN",CUSA,,35.8511,-86.368401,1,35.8511,-86.3684,2393
50106,5,NAVY,CFB_NAVY,Navy,"Annapolis, MD",AAC,,38.9848,-76.507103,1,38.8728,-77.0075,2426
50209,5,UNC,CFB_UNC,North Carolina,"Chapel Hill, NC",ACC,Central,35.907,-79.047897,1,35.8033,-78.7219,153
50210,5,NCST,CFB_NCST,North Carolina State,"Raleigh, NC",ACC,Central,35.8008,-78.719498,1,35.8033,-78.7219,152
50603,5,ND,CFB_ND,Notre Dame,"South Bend, IN",IND,,41.6984,-86.233803,1,41.6984,-86.2338,87
50308,5,NEB,CFB_NEB,Nebraska,"Lincoln, NE",B10,,40.8205,-96.705704,1,40.8205,-96.7057,158
50709,5,NIU,CFB_NIU,Northern Illinois,"DeKalb, IL",MAC,,41.934,-88.778198,1,41.934,-88.7782,2459
50806,5,UNM,CFB_UNM,New Mexico,"Albuquerque, NM",MTNW,,32.2798,-106.740997,1,32.2798,-106.741,167
50507,5,NMSU,CFB_NMSU,New Mexico State,"Las Cruces, NM",CUSA,,35.0676,-106.627998,1,31.7733,-106.508,166
50107,5,UNT,CFB_UNT,North Texas,"Denton, TX",AAC,,33.2039,-97.159203,1,33.2039,-97.1592,249
50807,5,NEV,CFB_NEV,Nevada,"Reno, NV",MTNW,,39.5469,-119.818001,1,39.5469,-119.818,2440
50309,5,NW,CFB_NW,Northwestern,"Evanston, IL",B10,,42.0654,-87.692497,1,42.0654,-87.6925,77
50710,5,OHIO,CFB_OHIO,Ohio,"Athens, OH",MAC,,39.3213,-82.103401,1,39.3213,-82.1034,195
50311,5,OSU,CFB_OSU,Ohio State,"Columbus, OH",B10,,40.0017,-83.019699,1,40.0017,-83.0197,194
51009,5,OU,CFB_OU,Oklahoma,"Norman, OK",SEC,Pacific,35.2059,-97.442596,1,35.2059,-97.4426,201
50410,5,OKST,CBB_OKST,Oklahoma State,"Stillwater, OK",B12,,36.1257,-97.066498,1,36.1257,-97.0665,197
51109,5,ODU,CFB_ODU,Old Dominion,"Norfolk, VA",SUNB,,36.8888,-76.305702,1,36.8888,-76.3057,295
50310,5,ORE,CFB_ORE,Oregon,"Eugene, OR",B10,,44.0583,-123.069,1,44.0583,-123.069,2483
50901,5,ORST,CFB_ORST,Oregon State,"Corvallis, OR",P12,,44.5595,-123.280998,1,44.5595,-123.281,204
